Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento;;;Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento
LU-1074;7;31-03-2021;2021;Pagado Internet;Total;SD162006187;COYHAIQUE;RIO IBA¥EZ;25489;25489;1987;STATION WAGON;MERCEDES BENZ;300;3000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LU-1074;7;31-03-2021;NULL;Pagado Internet;Total;SD162006187;COYHAIQUE;RIO IBA¥EZ;25489;25489;1987;STATION WAGON;MERCEDES BENZ;300;3000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LVBL-54;8;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235011920;SANTIAGO;RIO IBA¥EZ;113440;57457;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LVBL-54;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235011920;SANTIAGO;RIO IBA¥EZ;113440;57457;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LVBL-55;6;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235011920;SANTIAGO;RIO IBA¥EZ;113440;57457;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LVBL-55;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235011920;SANTIAGO;RIO IBA¥EZ;113440;57457;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LVBL-59;9;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235011920;SANTIAGO;RIO IBA¥EZ;113440;57457;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LVBL-59;9;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235011920;SANTIAGO;RIO IBA¥EZ;113440;57457;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LVBP-14;1;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235014520;SANTIAGO;RIO IBA¥EZ;97572;49420;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LVBP-14;1;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235014520;SANTIAGO;RIO IBA¥EZ;97572;49420;2020;STATION WAGON;TOYOTA;RAV4;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LVFT-96;8;31-03-2021;2021;Pagado Internet;Total;SU099002220;QUILICURA;RIO IBA¥EZ;228341;228341;2020;VAN;HAVAL;H6;2000;NULL;Benc;Aut;0;PE¥ALOLEN;31-03-2022;;;LVFT-96;8;31-03-2021;NULL;Pagado Internet;Total;SU099002220;QUILICURA;RIO IBA¥EZ;228341;228341;2020;VAN;HAVAL;H6;2000;NULL;Benc;Aut;0;PE¥ALOLEN;31-03-2022
LVHP-46;7;25-10-2021;2021;Pagado Internet;2da. Cuota;CT176032820;LAS CONDES;RIO IBA¥EZ;379995;204038;2020;CAMIONETA;NISSAN;NP300;2300;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LVHP-46;7;25-10-2021;NULL;Pagado Internet;2da. Cuota;CT176032820;LAS CONDES;RIO IBA¥EZ;379995;204038;2020;CAMIONETA;NISSAN;NP300;2300;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LVJG-90;1;31-03-2021;2021;Pagado Internet;Total;CT091006020;QUILICURA;RIO IBA¥EZ;251082;251082;2020;CAMIONETA;GREAT WALL;WINGLE7;2000;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LVJG-90;1;31-03-2021;NULL;Pagado Internet;Total;CT091006020;QUILICURA;RIO IBA¥EZ;251082;251082;2020;CAMIONETA;GREAT WALL;WINGLE7;2000;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LVYL-52;K;30-03-2021;2021;Pagado Internet;Total;SU160006120;VITACURA;RIO IBA¥EZ;264821;264821;2020;STATION WAGON;MAZDA;CX3;2000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LVYL-52;K;30-03-2021;NULL;Pagado Internet;Total;SU160006120;VITACURA;RIO IBA¥EZ;264821;264821;2020;STATION WAGON;MAZDA;CX3;2000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LW-5556;3;31-03-2021;2021;Pagado Internet;Total;VN121001607;CHILE CHICO;RIO IBA¥EZ;31138;31138;2007;JEEP;JEEP;GRAND CHEROKEE LIMITED;3000;Full;Dies;Aut;0;RIO IBA¥EZ;31-03-2022;;;LW-5556;3;31-03-2021;NULL;Pagado Internet;Total;VN121001607;CHILE CHICO;RIO IBA¥EZ;31138;31138;2007;JEEP;JEEP;GRAND CHEROKEE LIMITED;3000;Full;Dies;Aut;0;RIO IBA¥EZ;31-03-2022
LWJD-35;0;31-03-2021;2021;Pagado Internet;Total;CT160012220;RIO IBA¥EZ;RIO IBA¥EZ;196323;196324;2020;CAMIONETA;MAZDA;BT50;3200;Full;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022;;;LWJD-35;0;31-03-2021;NULL;Pagado Internet;Total;CT160012220;RIO IBA¥EZ;RIO IBA¥EZ;196323;196324;2020;CAMIONETA;MAZDA;BT50;3200;Full;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022
LWSS-75;8;30-03-2021;2021;Pagado Internet;Total;CT235011710;COYHAIQUE;RIO IBA¥EZ;27726;27726;2010;CAMIONETA;TOYOTA;DINA;3000;Norm;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;LWSS-75;8;30-03-2021;NULL;Pagado Internet;Total;CT235011710;COYHAIQUE;RIO IBA¥EZ;27726;27726;2010;CAMIONETA;TOYOTA;DINA;3000;Norm;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
LWST-14;2;06-04-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;229840;199668;2020;CAMIONETA;MAZDA;NEW BT-50D/C 3.2 SDX HIGT 6AT;3200;FULL;DIES;AUT;0;RIO IBA¥EZ;31-03-2022;;;LWST-14;2;06-04-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;229840;199668;2020;CAMIONETA;MAZDA;NEW BT-50D/C 3.2 SDX HIGT 6AT;3200;FULL;DIES;AUT;0;RIO IBA¥EZ;31-03-2022
LWST-20;7;09-04-2021;2021;Pagado Internet;Total;CT166006620;AISEN;RIO IBA¥EZ;139690;142069;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;COYHAIQUE;31-03-2022;;;LWST-20;7;09-04-2021;NULL;Pagado Internet;Total;CT166006620;AISEN;RIO IBA¥EZ;139690;142069;2020;CAMIONETA;MITSUBISHI;L200;2400;Full;Di‚s;Mec;0;COYHAIQUE;31-03-2022
LWST-39;8;05-04-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;295795;297782;2020;CAMIONETA;HONDA;RIDGELINE;3500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LWST-39;8;05-04-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;295795;297782;2020;CAMIONETA;HONDA;RIDGELINE;3500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LWST-45;2;05-04-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;177340;165503;2020;CAMIONETA;MAZDA;NEW BT-50 D/C 2.2SDX 6MT 4X4;2200;FULL;DIES;MEC;0;RIO IBA¥EZ;31-03-2022;;;LWST-45;2;05-04-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;177340;165503;2020;CAMIONETA;MAZDA;NEW BT-50 D/C 2.2SDX 6MT 4X4;2200;FULL;DIES;MEC;0;RIO IBA¥EZ;31-03-2022
LWST-81;9;09-11-2021;2021;Pagado Internet;2da. Cuota;VN166004009;RIO IBA¥EZ;RIO IBA¥EZ;61929;34136;2009;STATION WAGON;MITSUBISHI;OUTLANDER;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LWST-81;9;09-11-2021;NULL;Pagado Internet;2da. Cuota;VN166004009;RIO IBA¥EZ;RIO IBA¥EZ;61929;34136;2009;STATION WAGON;MITSUBISHI;OUTLANDER;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LWST-99;1;06-04-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;LWST-99;1;06-04-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
LWTL-14;K;01-04-2021;2021;Pagado Internet;Total;CT160012020;SANTIAGO;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LWTL-14;K;01-04-2021;NULL;Pagado Internet;Total;CT160012020;SANTIAGO;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LWTP-94;0;31-03-2021;2021;Pagado Internet;Total;NULL;LAS CONDES;RIO IBA¥EZ;193853;193853;2020;CAMIONETA;MAXUS;T60 GL 4X4 2.8;2776;FULL;MEC;MEC;0;RIO IBA¥EZ;31-03-2022;;;LWTP-94;0;31-03-2021;NULL;Pagado Internet;Total;NULL;LAS CONDES;RIO IBA¥EZ;193853;193853;2020;CAMIONETA;MAXUS;T60 GL 4X4 2.8;2776;FULL;MEC;MEC;0;RIO IBA¥EZ;31-03-2022
LWXL-57;K;30-08-2021;2021;Pagado Internet;2da. Cuota;SU132018320;RIO IBA¥EZ;RIO IBA¥EZ;153972;77987;2020;STATION WAGON;KIA MOTORS;SORENTO;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LWXL-57;K;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU132018320;RIO IBA¥EZ;RIO IBA¥EZ;153972;77987;2020;STATION WAGON;KIA MOTORS;SORENTO;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LWXL-58;8;30-08-2021;2021;Pagado Internet;2da. Cuota;SU132018320;RIO IBA¥EZ;RIO IBA¥EZ;153972;77987;2020;STATION WAGON;KIA MOTORS;SORENTO;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LWXL-58;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU132018320;RIO IBA¥EZ;RIO IBA¥EZ;153972;77987;2020;STATION WAGON;KIA MOTORS;SORENTO;2400;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LWXR-20;6;30-08-2021;2021;Pagado Internet;2da. Cuota;SU111025120;RIO IBA¥EZ;RIO IBA¥EZ;68358;34623;2020;STATION WAGON;HYUNDAI;VENUE;1600;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LWXR-20;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU111025120;RIO IBA¥EZ;RIO IBA¥EZ;68358;34623;2020;STATION WAGON;HYUNDAI;VENUE;1600;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LWZF-31;5;30-08-2021;2021;Pagado Internet;2da. Cuota;SU111025120;RIO IBA¥EZ;RIO IBA¥EZ;68358;34623;2020;STATION WAGON;HYUNDAI;VENUE;1600;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LWZF-31;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU111025120;RIO IBA¥EZ;RIO IBA¥EZ;68358;34623;2020;STATION WAGON;HYUNDAI;VENUE;1600;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LWZP-83;2;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235013820;SANTIAGO;RIO IBA¥EZ;251764;127519;2020;STATION WAGON;TOYOTA;4RUNNER;4000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LWZP-83;2;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235013820;SANTIAGO;RIO IBA¥EZ;251764;127519;2020;STATION WAGON;TOYOTA;4RUNNER;4000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LWZP-85;9;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235013820;SANTIAGO;RIO IBA¥EZ;251764;127519;2020;STATION WAGON;TOYOTA;4RUNNER;4000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LWZP-85;9;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235013820;SANTIAGO;RIO IBA¥EZ;251764;127519;2020;STATION WAGON;TOYOTA;4RUNNER;4000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LXHZ-79;K;01-04-2021;2021;Pagado Internet;Total;CT050035620;RIO IBA¥EZ;RIO IBA¥EZ;156696;159365;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LXHZ-79;K;01-04-2021;NULL;Pagado Internet;Total;CT050035620;RIO IBA¥EZ;RIO IBA¥EZ;156696;159365;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LXPP-93;5;31-03-2021;2021;Pagado Internet;Total;HB229015619;COYHAIQUE;RIO IBA¥EZ;39410;39409;2019;AUTOMOVIL;SUZUKI;BALENO;1400;Full;BENC;Mec;0;RIO IBA¥EZ;31-03-2022;;;LXPP-93;5;31-03-2021;NULL;Pagado Internet;Total;HB229015619;COYHAIQUE;RIO IBA¥EZ;39410;39409;2019;AUTOMOVIL;SUZUKI;BALENO;1400;Full;BENC;Mec;0;RIO IBA¥EZ;31-03-2022
LXZT-22;0;29-11-2021;2021;Pagado Internet;2da. Cuota;SU166003220;VI¥A DEL MAR;RIO IBA¥EZ;266140;144247;2020;STATION WAGON;MITSUBISHI;OUTLANDER;2000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LXZT-22;0;29-11-2021;NULL;Pagado Internet;2da. Cuota;SU166003220;VI¥A DEL MAR;RIO IBA¥EZ;266140;144247;2020;STATION WAGON;MITSUBISHI;OUTLANDER;2000;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LY-8250;0;09-04-2021;2021;Pagado Internet;Total;CT235003595;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;1995;CAMIONETA;TOYOTA;HILUX D/C DLX;2400;Norm;Benc;Mec;500;RIO IBA¥EZ;31-03-2022;;;LY-8250;0;09-04-2021;NULL;Pagado Internet;Total;CT235003595;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;1995;CAMIONETA;TOYOTA;HILUX D/C DLX;2400;Norm;Benc;Mec;500;RIO IBA¥EZ;31-03-2022
LYBT-58;2;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LYBT-58;2;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LYBT-59;0;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LYBT-59;0;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LYBT-60;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LYBT-60;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;SANTIAGO;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LZ-5484;K;30-03-2021;2021;Pagado Internet;Total;CT235003096;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1996;CAMIONETA;TOYOTA;HILUX C/S DLX CHAS.CORTO;2400;Norm;Benc;Mec;1000;RIO IBA¥EZ;31-03-2022;;;LZ-5484;K;30-03-2021;NULL;Pagado Internet;Total;CT235003096;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1996;CAMIONETA;TOYOTA;HILUX C/S DLX CHAS.CORTO;2400;Norm;Benc;Mec;1000;RIO IBA¥EZ;31-03-2022
LZBJ-10;1;01-04-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;LZBJ-10;1;01-04-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
LZBJ-11;K;01-04-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022;;;LZBJ-11;K;01-04-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;162731;165503;2020;CAMIONETA;MAZDA;BT50;2200;Full;Dies;Mec;0;RIO IBA¥EZ;31-03-2022
LZBJ-60;8;05-04-2021;2021;Pagado Internet;Total;SU132008106;RIO IBA¥EZ;RIO IBA¥EZ;25489;39317;2006;STATION WAGON;KIA MOTORS;SPORTAGE;2000;Full;Di‚s;Aut;0;AISEN;31-03-2022;;;LZBJ-60;8;05-04-2021;NULL;Pagado Internet;Total;SU132008106;RIO IBA¥EZ;RIO IBA¥EZ;25489;39317;2006;STATION WAGON;KIA MOTORS;SPORTAGE;2000;Full;Di‚s;Aut;0;AISEN;31-03-2022
LZBL-61;9;31-03-2021;2021;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;286391;269484;2020;CAMIONETA;FORD;F150XLT4X4 5.0 AUT;5000;FULL;BENC;AUT;0;RIO IBA¥EZ;31-03-2022;;;LZBL-61;9;31-03-2021;NULL;Pagado Internet;Total;NULL;COYHAIQUE;RIO IBA¥EZ;286391;269484;2020;CAMIONETA;FORD;F150XLT4X4 5.0 AUT;5000;FULL;BENC;AUT;0;RIO IBA¥EZ;31-03-2022
LZBL-74;0;31-03-2021;2021;Pagado Internet;Total;SU176017305;RIO IBA¥EZ;RIO IBA¥EZ;29368;25489;2005;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;LZBL-74;0;31-03-2021;NULL;Pagado Internet;Total;SU176017305;RIO IBA¥EZ;RIO IBA¥EZ;29368;25489;2005;STATION WAGON;NISSAN;X-TRAIL;2500;Full;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LZBL-77;5;01-04-2021;2021;Pagado Internet;Total;SU229029019;COYHAIQUE;RIO IBA¥EZ;60052;61075;2019;JEEP;SUZUKI;GRAND VITARA;2400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LZBL-77;5;01-04-2021;NULL;Pagado Internet;Total;SU229029019;COYHAIQUE;RIO IBA¥EZ;60052;61075;2019;JEEP;SUZUKI;GRAND VITARA;2400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LZBL-97;K;31-03-2021;2021;Pagado Internet;Total;CT160012020;COYHAIQUE;RIO IBA¥EZ;162731;162732;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;COYHAIQUE;31-03-2022;;;LZBL-97;K;31-03-2021;NULL;Pagado Internet;Total;CT160012020;COYHAIQUE;RIO IBA¥EZ;162731;162732;2020;CAMIONETA;MAZDA;BT50;2200;Full;Di‚s;Mec;0;COYHAIQUE;31-03-2022
LZHB-59;3;01-04-2021;2021;Pagado Internet;Total;NULL;LO BARNECHEA;RIO IBA¥EZ;933535;949433;2020;STATION WAGON;JEEP;GRANDCHEROKEE LIMITED 3.6LLX 4X4;3604;FULL;BENC;AUT;0;RIO IBA¥EZ;31-03-2022;;;LZHB-59;3;01-04-2021;NULL;Pagado Internet;Total;NULL;LO BARNECHEA;RIO IBA¥EZ;933535;949433;2020;STATION WAGON;JEEP;GRANDCHEROKEE LIMITED 3.6LLX 4X4;3604;FULL;BENC;AUT;0;RIO IBA¥EZ;31-03-2022
MZ-4308;4;30-03-2021;2021;Pagado Internet;Total;CT050024307;RIO IBA¥EZ;RIO IBA¥EZ;28149;25489;2007;CAMIONETA;CHEVROLET;LUV;3000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;MZ-4308;4;30-03-2021;NULL;Pagado Internet;Total;CT050024307;RIO IBA¥EZ;RIO IBA¥EZ;28149;25489;2007;CAMIONETA;CHEVROLET;LUV;3000;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
NB-7630;3;31-03-2021;2021;Pagado Internet;Total;SU229001895;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;JEEP;SUZUKI;VITARA;1600;Norm;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;NB-7630;3;31-03-2021;NULL;Pagado Internet;Total;SU229001895;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;JEEP;SUZUKI;VITARA;1600;Norm;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
ND-1831;0;23-07-2021;2021;Pagado Internet;Total;CT111000295;RIO IBA¥EZ;RIO IBA¥EZ;25489;27343;1995;CAMIONETA;HYUNDAI;PORTER;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;ND-1831;0;23-07-2021;NULL;Pagado Internet;Total;CT111000295;RIO IBA¥EZ;RIO IBA¥EZ;25489;27343;1995;CAMIONETA;HYUNDAI;PORTER;2500;Norm;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
NE-5282;3;13-04-2021;2021;Pagado Internet;Total;CT176003395;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;1995;CAMIONETA;NISSAN;D/C SIN VERSION;2400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;NE-5282;3;13-04-2021;NULL;Pagado Internet;Total;CT176003395;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;1995;CAMIONETA;NISSAN;D/C SIN VERSION;2400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
NF-6936;4;31-03-2021;2021;Pagado Internet;Total;SU227004195;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;STATION WAGON;SUBARU;LEGACY 2.0 GL TW;2000;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;NF-6936;4;31-03-2021;NULL;Pagado Internet;Total;SU227004195;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;STATION WAGON;SUBARU;LEGACY 2.0 GL TW;2000;Equi;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
NG-3469;7;27-03-2021;2021;Pagado Internet;Total;CT050003795;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;CAMIONETA;CHEVROLET;LUV 2.3 D/C;2300;Norm;Benc;Mec;500;RIO IBA¥EZ;31-03-2022;;;NG-3469;7;27-03-2021;NULL;Pagado Internet;Total;CT050003795;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;CAMIONETA;CHEVROLET;LUV 2.3 D/C;2300;Norm;Benc;Mec;500;RIO IBA¥EZ;31-03-2022
NG-4895;7;11-03-2021;2021;Pagado Internet;Total;VN235000495;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;MINIBUS PARTICULAR;TOYOTA;HIACE COMMUTER 15AS;2000;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;NG-4895;7;11-03-2021;NULL;Pagado Internet;Total;VN235000495;RIO IBA¥EZ;RIO IBA¥EZ;25489;25489;1995;MINIBUS PARTICULAR;TOYOTA;HIACE COMMUTER 15AS;2000;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
NN-3255;5;28-09-2021;2021;Pagado Internet;2da. Cuota;CT235003196;RIO IBA¥EZ;RIO IBA¥EZ;25489;13208;1996;CAMIONETA;TOYOTA;HILUX D/C DLX 4WD BUT;2400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;NN-3255;5;28-09-2021;NULL;Pagado Internet;2da. Cuota;CT235003196;RIO IBA¥EZ;RIO IBA¥EZ;25489;13208;1996;CAMIONETA;TOYOTA;HILUX D/C DLX 4WD BUT;2400;Norm;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
NP-6054;5;16-04-2021;2021;Pagado Internet;Total;CT235003796;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;1996;CAMIONETA;TOYOTA;HILUX C/S STD;2400;Norm;Benc;Mec;1000;RIO IBA¥EZ;31-03-2022;;;NP-6054;5;16-04-2021;NULL;Pagado Internet;Total;CT235003796;RIO IBA¥EZ;RIO IBA¥EZ;25489;25923;1996;CAMIONETA;TOYOTA;HILUX C/S STD;2400;Norm;Benc;Mec;1000;RIO IBA¥EZ;31-03-2022
PBLK-73;0;02-03-2021;2021;Pagado Internet;Total;VN132011920;LAS CONDES;RIO IBA¥EZ;568928;568928;2020;VAN;KIA MOTORS;GRAND CARNIVAL;3300;Full;Benc;Aut;0;LAS CONDES;31-03-2022;;;PBLK-73;0;02-03-2021;NULL;Pagado Internet;Total;VN132011920;LAS CONDES;RIO IBA¥EZ;568928;568928;2020;VAN;KIA MOTORS;GRAND CARNIVAL;3300;Full;Benc;Aut;0;LAS CONDES;31-03-2022
